store_id,name,food_type,avg_rating,menu_items,business_hours,price_tier,price_range_rm,tags,is_synthetic_metadata
vdih,kedai kopi nadia hezlin,chicken,4.6,"[""Fresh Juice"", ""Spicy Stir Fry"", ""Chef Signature Rice"", ""Soup of the Day"", ""House Noodle"", ""Dessert Special""]",Mon-Fri 11:00-22:00,mid,RM15-RM35,"cuisine:default, price:mid, delivery, spicy, dine-in",True
p9re,grafa cafe & restaurant,malaysian,4.2,"[""Satay Set"", ""Teh Tarik"", ""Mee Goreng Mamak"", ""Nasi Goreng Kampung"", ""Ayam Berempah"", ""Ikan Bakar""]",Tue-Sun 10:00-20:00,budget,RM8-RM20,"cuisine:malaysian, price:budget, quick-bites, halal-friendly, spicy",True
vdvv,restoran hamzah bistro,asian,4.6,"[""Soup of the Day"", ""Fresh Juice"", ""Seasonal Vegetables"", ""Dessert Special"", ""House Noodle"", ""Chef Signature Rice""]",Mon-Sun 16:00-01:00,premium,RM30-RM70,"cuisine:default, price:premium, delivery, quick-bites, dine-in, late-night",True
xvuz,restoran bismillah,malaysian,4.2,"[""Roti Canai"", ""Sambal Sotong"", ""Laksa Utara"", ""Mee Goreng Mamak"", ""Satay Set"", ""Ayam Berempah""]",Mon-Fri 09:00-18:00,premium,RM30-RM70,"cuisine:malaysian, price:premium, halal-friendly, dine-in, delivery",True
q5hz,nasi lemak panas cop merah 223,nasi lemak,4.7,"[""Sambal Sotong"", ""Satay Set"", ""Ayam Berempah"", ""Ikan Bakar"", ""Nasi Goreng Kampung"", ""Teh Tarik""]",Mon-Sat 11:00-22:00,premium,RM30-RM70,"cuisine:malaysian, price:premium, dine-in, family-friendly, delivery",True
jzei,restoran iskandar bistro,malaysian,4.5,"[""Nasi Goreng Kampung"", ""Roti Canai"", ""Teh Tarik"", ""Ikan Bakar"", ""Nasi Lemak Special"", ""Mee Goreng Mamak""]",Tue-Sun 07:00-15:00,mid,RM15-RM35,"cuisine:malaysian, price:mid, family-friendly, quick-bites, dine-in",True
dnku,abang jai tomyam,malaysian,4.5,"[""Ikan Bakar"", ""Nasi Lemak Special"", ""Nasi Goreng Kampung"", ""Sambal Sotong"", ""Teh Tarik"", ""Satay Set""]",Mon-Sun 09:00-18:00,budget,RM8-RM20,"cuisine:malaysian, price:budget, halal-friendly, dine-in, family-friendly",True
qaf2,tomyam petai,fried rice,4.6,"[""Chicken Chop"", ""Seasonal Vegetables"", ""Dessert Special"", ""House Noodle"", ""Soup of the Day"", ""Spicy Stir Fry""]",Tue-Sun 09:00-18:00,mid,RM15-RM35,"cuisine:default, price:mid, quick-bites, takeaway, delivery",True
v3ql,wira seafood (pj),chicken,4.7,"[""Dessert Special"", ""House Noodle"", ""Chef Signature Rice"", ""Spicy Stir Fry"", ""Soup of the Day"", ""Chicken Chop""]",Mon-Fri 16:00-01:00,premium,RM30-RM70,"cuisine:default, price:premium, delivery, dine-in, takeaway, late-night",True
amby,kedai ibu nur,soups,4.7,"[""Spicy Stir Fry"", ""House Noodle"", ""Dessert Special"", ""Fresh Juice"", ""Seasonal Vegetables"", ""Chicken Chop""]",Tue-Sun 12:00-23:00,mid,RM15-RM35,"cuisine:default, price:mid, halal-friendly, spicy, takeaway, late-night",True
g0v9,restoran sree ganesh,asian,4.2,"[""Soup of the Day"", ""Seasonal Vegetables"", ""Chicken Chop"", ""Chef Signature Rice"", ""Spicy Stir Fry"", ""Dessert Special""]",Mon-Sun 07:00-15:00,premium,RM30-RM70,"cuisine:default, price:premium, dine-in, takeaway, delivery",True
ox7j,texas chicken (the envictus),fast food,4.6,"[""Seasonal Vegetables"", ""Chicken Chop"", ""House Noodle"", ""Fresh Juice"", ""Soup of the Day"", ""Dessert Special""]",Mon-Sun 12:00-23:00,premium,RM30-RM70,"cuisine:default, price:premium, quick-bites, delivery, spicy, late-night",True
n6eb,restoran seri semporna sunway,malaysian,4.4,"[""Teh Tarik"", ""Mee Goreng Mamak"", ""Ayam Berempah"", ""Roti Canai"", ""Ikan Bakar"", ""Laksa Utara""]",Mon-Fri 12:00-23:00,premium,RM30-RM70,"cuisine:malaysian, price:premium, spicy, delivery, family-friendly, late-night",True
q0vn,restoran jaya (petaling jaya),malaysian,4.2,"[""Teh Tarik"", ""Ayam Berempah"", ""Sambal Sotong"", ""Satay Set"", ""Nasi Goreng Kampung"", ""Mee Goreng Mamak""]",Mon-Sun 10:00-20:00,budget,RM8-RM20,"cuisine:malaysian, price:budget, family-friendly, halal-friendly, takeaway",True
p2eb,warung tok cik,nasi kerabu,4.7,"[""Soup of the Day"", ""Chef Signature Rice"", ""House Noodle"", ""Fresh Juice"", ""Seasonal Vegetables"", ""Dessert Special""]",Mon-Sun 11:00-22:00,premium,RM30-RM70,"cuisine:default, price:premium, halal-friendly, takeaway, spicy",True
m7zl,syed bistro (petaling jaya),malaysian,4.6,"[""Teh Tarik"", ""Mee Goreng Mamak"", ""Nasi Goreng Kampung"", ""Ayam Berempah"", ""Roti Canai"", ""Nasi Lemak Special""]",Mon-Sun 16:00-01:00,premium,RM30-RM70,"cuisine:malaysian, price:premium, quick-bites, halal-friendly, family-friendly, late-night",True
ty00,kravee pj restaurant,malaysian,4.4,"[""Laksa Utara"", ""Satay Set"", ""Sambal Sotong"", ""Teh Tarik"", ""Nasi Lemak Special"", ""Mee Goreng Mamak""]",Tue-Sun 07:00-15:00,budget,RM8-RM20,"cuisine:malaysian, price:budget, family-friendly, takeaway, quick-bites",True
og3i,nature's recipe cafe,vegetarian,4.7,"[""Soup of the Day"", ""Seasonal Vegetables"", ""Chicken Chop"", ""Spicy Stir Fry"", ""Fresh Juice"", ""Dessert Special""]",Mon-Sat 16:00-01:00,premium,RM30-RM70,"cuisine:default, price:premium, dine-in, quick-bites, halal-friendly, late-night",True
o4dl,restaurant pj hills,indian,4.6,"[""Teh Masala"", ""Nasi Kandar Set"", ""Butter Chicken"", ""Roti Canai Telur"", ""Masala Dosa"", ""Chicken Tandoori""]",Mon-Fri 12:00-23:00,premium,RM30-RM70,"cuisine:indian, price:premium, quick-bites, spicy, takeaway, late-night",True
lehv,urban masala (sunway),indian,4.3,"[""Paneer Tikka"", ""Nasi Kandar Set"", ""Masala Dosa"", ""Butter Chicken"", ""Roti Canai Telur"", ""Mutton Briyani""]",Mon-Fri 09:00-18:00,mid,RM15-RM35,"cuisine:indian, price:mid, family-friendly, quick-bites, spicy",True
r2ly,ayam penyet best (amcorp mall),ayam penyet,4.6,"[""Dessert Special"", ""Fresh Juice"", ""Seasonal Vegetables"", ""Spicy Stir Fry"", ""House Noodle"", ""Chef Signature Rice""]",Tue-Sun 11:00-22:00,mid,RM15-RM35,"cuisine:default, price:mid, halal-friendly, family-friendly, dine-in",True
oh0f,restoran air tangan ara,malaysian,4.5,"[""Nasi Goreng Kampung"", ""Roti Canai"", ""Mee Goreng Mamak"", ""Teh Tarik"", ""Laksa Utara"", ""Sambal Sotong""]",Mon-Sat 07:00-15:00,premium,RM30-RM70,"cuisine:malaysian, price:premium, dine-in, quick-bites, family-friendly",True
deh8,ayam penyet ibuk (mak lampir),ayam penyet,4.8,"[""Fresh Juice"", ""Seasonal Vegetables"", ""Chicken Chop"", ""Chef Signature Rice"", ""Spicy Stir Fry"", ""House Noodle""]",Mon-Sat 12:00-23:00,premium,RM30-RM70,"cuisine:default, price:premium, delivery, quick-bites, spicy, late-night",True
s4rw,tealive (pj new town),bubble tea,4.9,"[""Chicken Chop"", ""Dessert Special"", ""Chef Signature Rice"", ""Seasonal Vegetables"", ""House Noodle"", ""Fresh Juice""]",Tue-Sun 09:00-18:00,premium,RM30-RM70,"cuisine:default, price:premium, spicy, halal-friendly, takeaway",True
l1cz,restoran d'syasya,malaysian,4.5,"[""Ayam Berempah"", ""Teh Tarik"", ""Satay Set"", ""Nasi Lemak Special"", ""Nasi Goreng Kampung"", ""Roti Canai""]",Mon-Fri 12:00-23:00,mid,RM15-RM35,"cuisine:malaysian, price:mid, dine-in, quick-bites, family-friendly, late-night",True
p89d,restoran nasi kandar imam hussain,indian,4.6,"[""Paneer Tikka"", ""Roti Canai Telur"", ""Mutton Briyani"", ""Chicken Tandoori"", ""Nasi Kandar Set"", ""Masala Dosa""]",Tue-Sun 12:00-23:00,premium,RM30-RM70,"cuisine:indian, price:premium, family-friendly, halal-friendly, delivery, late-night",True
elem,sate kajang hj. samuri (petaling jaya newtown),satay,4.6,"[""Seasonal Vegetables"", ""House Noodle"", ""Chef Signature Rice"", ""Spicy Stir Fry"", ""Dessert Special"", ""Fresh Juice""]",Tue-Sun 09:00-18:00,premium,RM30-RM70,"cuisine:default, price:premium, family-friendly, dine-in, quick-bites",True
shp9,sugarbun (pj kitchen),fried chicken,4.6,"[""Soup of the Day"", ""Dessert Special"", ""Chef Signature Rice"", ""Seasonal Vegetables"", ""Fresh Juice"", ""Spicy Stir Fry""]",Mon-Sat 07:00-15:00,premium,RM30-RM70,"cuisine:default, price:premium, takeaway, family-friendly, halal-friendly",True
wq8c,noodles shop (jalan gasing),noodles,4.5,"[""Dry Wantan Mee"", ""Barley Drink"", ""Pan Mee"", ""Fried Mee Hoon"", ""Fish Ball Noodle"", ""Curry Mee""]",Mon-Sat 16:00-01:00,mid,RM15-RM35,"cuisine:noodles, price:mid, quick-bites, family-friendly, takeaway, late-night",True
m3hr,gem's restaurant (pj),indian,4.1,"[""Paneer Tikka"", ""Chicken Tandoori"", ""Butter Chicken"", ""Roti Canai Telur"", ""Masala Dosa"", ""Mutton Briyani""]",Tue-Sun 16:00-01:00,budget,RM8-RM20,"cuisine:indian, price:budget, dine-in, halal-friendly, family-friendly, late-night",True
q5pp,ghani corner (taman medan),nasi kukus,4.5,"[""Dessert Special"", ""Chicken Chop"", ""House Noodle"", ""Soup of the Day"", ""Seasonal Vegetables"", ""Chef Signature Rice""]",Tue-Sun 11:00-22:00,budget,RM8-RM20,"cuisine:default, price:budget, quick-bites, family-friendly, dine-in",True
n8sa,mios kitchen (matahari mall foodcourt),western,4.7,"[""Fresh Juice"", ""Spicy Stir Fry"", ""Chef Signature Rice"", ""Dessert Special"", ""Soup of the Day"", ""Chicken Chop""]",Mon-Sun 10:00-20:00,premium,RM30-RM70,"cuisine:default, price:premium, dine-in, spicy, family-friendly",True
n3of,amn's corner nasi lemak panas,nasi lemak,4.7,"[""Roti Canai"", ""Ikan Bakar"", ""Nasi Lemak Special"", ""Mee Goreng Mamak"", ""Nasi Goreng Kampung"", ""Laksa Utara""]",Mon-Sat 09:00-18:00,premium,RM30-RM70,"cuisine:malaysian, price:premium, takeaway, spicy, halal-friendly",True
dbgg,restoran mek pantai timur - taman dato harun,asian,4.6,"[""Spicy Stir Fry"", ""House Noodle"", ""Chicken Chop"", ""Chef Signature Rice"", ""Fresh Juice"", ""Dessert Special""]",Mon-Fri 12:00-23:00,premium,RM30-RM70,"cuisine:default, price:premium, halal-friendly, spicy, quick-bites, late-night",True
a8il,usha banana leaf (pj),indian,4.3,"[""Teh Masala"", ""Butter Chicken"", ""Masala Dosa"", ""Paneer Tikka"", ""Chicken Tandoori"", ""Mutton Briyani""]",Mon-Sat 12:00-23:00,mid,RM15-RM35,"cuisine:indian, price:mid, delivery, halal-friendly, spicy, late-night",True
ns3p,khair cendol pulut tapai dan laksa,laksa,4.3,"[""Chef Signature Rice"", ""Fresh Juice"", ""House Noodle"", ""Chicken Chop"", ""Soup of the Day"", ""Spicy Stir Fry""]",Mon-Sun 16:00-01:00,budget,RM8-RM20,"cuisine:default, price:budget, delivery, spicy, takeaway, late-night",True
l8gg,my es corner,roti canai,4.5,"[""Sambal Sotong"", ""Nasi Goreng Kampung"", ""Laksa Utara"", ""Nasi Lemak Special"", ""Teh Tarik"", ""Mee Goreng Mamak""]",Mon-Fri 12:00-23:00,budget,RM8-RM20,"cuisine:malaysian, price:budget, delivery, family-friendly, dine-in, late-night",True
f6pl,yadavi claypot home pj,indian,4.8,"[""Roti Canai Telur"", ""Chicken Tandoori"", ""Nasi Kandar Set"", ""Teh Masala"", ""Masala Dosa"", ""Paneer Tikka""]",Mon-Sat 12:00-23:00,premium,RM30-RM70,"cuisine:indian, price:premium, delivery, takeaway, quick-bites, late-night",True
z1ii,明记肉骨茶 ming kee bak kut teh,rice dishes,4.6,"[""Chicken Chop"", ""Dessert Special"", ""Seasonal Vegetables"", ""Fresh Juice"", ""House Noodle"", ""Chef Signature Rice""]",Mon-Fri 09:00-18:00,premium,RM30-RM70,"cuisine:default, price:premium, halal-friendly, takeaway, delivery",True
w7iw,mai’sy restoran,fried rice,4.6,"[""Soup of the Day"", ""Dessert Special"", ""Spicy Stir Fry"", ""Chef Signature Rice"", ""House Noodle"", ""Chicken Chop""]",Mon-Fri 07:00-15:00,premium,RM30-RM70,"cuisine:default, price:premium, delivery, spicy, quick-bites",True
vnhf,new street noodle&rice,asian,4.7,"[""Seasonal Vegetables"", ""Dessert Special"", ""House Noodle"", ""Chicken Chop"", ""Fresh Juice"", ""Soup of the Day""]",Tue-Sun 10:00-20:00,mid,RM15-RM35,"cuisine:default, price:mid, delivery, takeaway, family-friendly",True
m7tn,lankan cafe,indian,4.2,"[""Butter Chicken"", ""Masala Dosa"", ""Teh Masala"", ""Nasi Kandar Set"", ""Mutton Briyani"", ""Paneer Tikka""]",Tue-Sun 07:00-15:00,premium,RM30-RM70,"cuisine:indian, price:premium, delivery, dine-in, halal-friendly",True
aj1b,kokuma,korean,4.9,"[""Soondubu Jjigae"", ""Kimchi Fried Rice"", ""Kimchi Jjigae"", ""Bibimbap"", ""Korean Fried Chicken"", ""Jajangmyeon""]",Mon-Fri 09:00-18:00,mid,RM15-RM35,"cuisine:korean, price:mid, spicy, dine-in, delivery",True
opb0,restoran shafah 24 jam,roti canai,4.2,"[""Nasi Goreng Kampung"", ""Mee Goreng Mamak"", ""Ikan Bakar"", ""Laksa Utara"", ""Sambal Sotong"", ""Nasi Lemak Special""]",Mon-Sat 11:00-22:00,budget,RM8-RM20,"cuisine:malaysian, price:budget, delivery, family-friendly, takeaway",True
npag,street food tasty @ pantai dalam,burgers,4.4,"[""Double Cheese Burger"", ""Classic Beef Burger"", ""Onion Rings"", ""Curly Fries"", ""Iced Lemon Tea"", ""Mushroom Swiss Burger""]",Mon-Sat 16:00-01:00,mid,RM15-RM35,"cuisine:burgers, price:mid, halal-friendly, takeaway, delivery, late-night",True
nvsh,restoran nasi kandar pokok pinang,nasi kandar,4.4,"[""Satay Set"", ""Nasi Lemak Special"", ""Laksa Utara"", ""Nasi Goreng Kampung"", ""Roti Canai"", ""Sambal Sotong""]",Tue-Sun 11:00-22:00,budget,RM8-RM20,"cuisine:malaysian, price:budget, dine-in, halal-friendly, quick-bites",True
p1ur,nasi kandar fareed,nasi kandar,4.8,"[""Nasi Goreng Kampung"", ""Sambal Sotong"", ""Mee Goreng Mamak"", ""Teh Tarik"", ""Ayam Berempah"", ""Nasi Lemak Special""]",Mon-Fri 07:00-15:00,mid,RM15-RM35,"cuisine:malaysian, price:mid, dine-in, quick-bites, family-friendly",True
lfso,d'gazebo tomyam,malaysian,4.5,"[""Nasi Goreng Kampung"", ""Laksa Utara"", ""Roti Canai"", ""Mee Goreng Mamak"", ""Sambal Sotong"", ""Satay Set""]",Mon-Sun 16:00-01:00,premium,RM30-RM70,"cuisine:malaysian, price:premium, quick-bites, family-friendly, spicy, late-night",True
vjy7,restoran tumisan ibu,malaysian,4.8,"[""Nasi Goreng Kampung"", ""Mee Goreng Mamak"", ""Sambal Sotong"", ""Satay Set"", ""Nasi Lemak Special"", ""Ikan Bakar""]",Mon-Sun 10:00-20:00,premium,RM30-RM70,"cuisine:malaysian, price:premium, takeaway, family-friendly, delivery",True
y17v,atok food sdn bhd,chicken,4.3,"[""Fresh Juice"", ""Dessert Special"", ""Soup of the Day"", ""Chef Signature Rice"", ""Chicken Chop"", ""Seasonal Vegetables""]",Tue-Sun 12:00-23:00,premium,RM30-RM70,"cuisine:default, price:premium, delivery, family-friendly, quick-bites, late-night",True
vg76,ayam goreng legend (kota damansara),fried chicken,4.6,"[""Seasonal Vegetables"", ""Fresh Juice"", ""Soup of the Day"", ""Chicken Chop"", ""Dessert Special"", ""Chef Signature Rice""]",Mon-Fri 10:00-20:00,premium,RM30-RM70,"cuisine:default, price:premium, family-friendly, halal-friendly, dine-in",True
v6y2,168 pan mee,chinese,4.6,"[""Kung Pao Chicken"", ""Sweet and Sour Fish"", ""Claypot Chicken Rice"", ""Loh Mee"", ""Yong Tau Foo"", ""Char Kuey Teow""]",Tue-Sun 11:00-22:00,mid,RM15-RM35,"cuisine:chinese, price:mid, spicy, dine-in, delivery",True
y9ks,fu jee ulu yam loh mee (the strand kota damansara),noodles,4.5,"[""Barley Drink"", ""Curry Mee"", ""Pan Mee"", ""Dry Wantan Mee"", ""Fried Mee Hoon"", ""Fish Ball Noodle""]",Mon-Sat 12:00-23:00,mid,RM15-RM35,"cuisine:noodles, price:mid, spicy, takeaway, family-friendly, late-night",True
rgt2,restoran ayam gepuk top global (strand mall),malaysian,4.7,"[""Satay Set"", ""Roti Canai"", ""Ikan Bakar"", ""Nasi Goreng Kampung"", ""Ayam Berempah"", ""Nasi Lemak Special""]",Mon-Sun 07:00-15:00,premium,RM30-RM70,"cuisine:malaysian, price:premium, quick-bites, dine-in, halal-friendly",True
u2hv,burger ayam crispy padu bak hang (kota damansara),burgers,4.7,"[""Classic Beef Burger"", ""Curly Fries"", ""Spicy Chicken Burger"", ""Double Cheese Burger"", ""Iced Lemon Tea"", ""Onion Rings""]",Mon-Sun 12:00-23:00,premium,RM30-RM70,"cuisine:burgers, price:premium, takeaway, spicy, delivery, late-night",True
x2gb,satay alif (seksyen 4),satay,4.3,"[""Seasonal Vegetables"", ""Chicken Chop"", ""Soup of the Day"", ""Dessert Special"", ""Spicy Stir Fry"", ""House Noodle""]",Mon-Sat 07:00-15:00,mid,RM15-RM35,"cuisine:default, price:mid, takeaway, family-friendly, quick-bites",True
s0t6,stesen nasi kerabu,nasi kerabu,4.5,"[""Fresh Juice"", ""Dessert Special"", ""Soup of the Day"", ""Chef Signature Rice"", ""Spicy Stir Fry"", ""Seasonal Vegetables""]",Mon-Fri 11:00-22:00,budget,RM8-RM20,"cuisine:default, price:budget, takeaway, quick-bites, halal-friendly",True
xvyr,pandabites (kd),pisang goreng,3.6,"[""Chef Signature Rice"", ""Chicken Chop"", ""House Noodle"", ""Dessert Special"", ""Spicy Stir Fry"", ""Soup of the Day""]",Tue-Sun 09:00-18:00,premium,RM30-RM70,"cuisine:default, price:premium, halal-friendly, quick-bites, takeaway",True
n1xy,han's gourmet grill,european,4.7,"[""Dessert Special"", ""Chef Signature Rice"", ""Soup of the Day"", ""Chicken Chop"", ""Spicy Stir Fry"", ""House Noodle""]",Mon-Sun 07:00-15:00,premium,RM30-RM70,"cuisine:default, price:premium, spicy, halal-friendly, dine-in",True
r2it,kerisik cafe,malaysian,4.9,"[""Ayam Berempah"", ""Nasi Goreng Kampung"", ""Mee Goreng Mamak"", ""Satay Set"", ""Roti Canai"", ""Nasi Lemak Special""]",Mon-Sun 16:00-01:00,premium,RM30-RM70,"cuisine:malaysian, price:premium, delivery, family-friendly, spicy, late-night",True
wnv0,ujang penyet,malaysian,4.6,"[""Teh Tarik"", ""Nasi Lemak Special"", ""Mee Goreng Mamak"", ""Roti Canai"", ""Ayam Berempah"", ""Sambal Sotong""]",Mon-Sat 09:00-18:00,premium,RM30-RM70,"cuisine:malaysian, price:premium, spicy, dine-in, halal-friendly",True
k5ap,restoran nur iqbal maju,malaysian,4.4,"[""Laksa Utara"", ""Satay Set"", ""Teh Tarik"", ""Ikan Bakar"", ""Mee Goreng Mamak"", ""Nasi Lemak Special""]",Mon-Fri 10:00-20:00,premium,RM30-RM70,"cuisine:malaysian, price:premium, dine-in, quick-bites, halal-friendly",True
q7lc,nasi kukus kak ema,nasi kukus,4.7,"[""Soup of the Day"", ""Seasonal Vegetables"", ""Dessert Special"", ""Fresh Juice"", ""Chicken Chop"", ""Spicy Stir Fry""]",Mon-Sun 10:00-20:00,mid,RM15-RM35,"cuisine:default, price:mid, takeaway, halal-friendly, family-friendly",True
e08g,kedai kopi xiang shou (kota damansara),chinese,4.3,"[""Yong Tau Foo"", ""Sweet and Sour Fish"", ""Char Kuey Teow"", ""Loh Mee"", ""Claypot Chicken Rice"", ""Wantan Mee""]",Mon-Fri 11:00-22:00,budget,RM8-RM20,"cuisine:chinese, price:budget, spicy, takeaway, quick-bites",True
v120,restoran lotus curry house,malaysian,4.5,"[""Satay Set"", ""Nasi Goreng Kampung"", ""Ayam Berempah"", ""Sambal Sotong"", ""Nasi Lemak Special"", ""Laksa Utara""]",Mon-Sun 10:00-20:00,premium,RM30-RM70,"cuisine:malaysian, price:premium, delivery, halal-friendly, quick-bites",True
o7u1,nasi kukus is kd,nasi kukus,4.8,"[""House Noodle"", ""Spicy Stir Fry"", ""Dessert Special"", ""Chicken Chop"", ""Fresh Juice"", ""Seasonal Vegetables""]",Mon-Sat 11:00-22:00,mid,RM15-RM35,"cuisine:default, price:mid, quick-bites, takeaway, delivery",True
zs7d,china sichuan kitchen - ming tien food court,chinese,4.2,"[""Yong Tau Foo"", ""Hot and Sour Soup"", ""Claypot Chicken Rice"", ""Wantan Mee"", ""Char Kuey Teow"", ""Kung Pao Chicken""]",Mon-Sun 12:00-23:00,mid,RM15-RM35,"cuisine:chinese, price:mid, delivery, takeaway, halal-friendly, late-night",True
l5ov,warung alfia,ayam penyet,4.4,"[""Dessert Special"", ""Soup of the Day"", ""Chicken Chop"", ""House Noodle"", ""Chef Signature Rice"", ""Seasonal Vegetables""]",Tue-Sun 10:00-20:00,budget,RM8-RM20,"cuisine:default, price:budget, halal-friendly, takeaway, delivery",True
n2ec,warung mercik the best lamb grill & local menu,chicken,4.6,"[""Spicy Stir Fry"", ""Fresh Juice"", ""Chicken Chop"", ""Soup of the Day"", ""Dessert Special"", ""Chef Signature Rice""]",Mon-Sat 11:00-22:00,mid,RM15-RM35,"cuisine:default, price:mid, dine-in, takeaway, family-friendly",True
riti,nasi lemak cik anie,nasi lemak,4.5,"[""Sambal Sotong"", ""Laksa Utara"", ""Mee Goreng Mamak"", ""Ayam Berempah"", ""Roti Canai"", ""Nasi Goreng Kampung""]",Mon-Fri 16:00-01:00,mid,RM15-RM35,"cuisine:malaysian, price:mid, family-friendly, dine-in, halal-friendly, late-night",True
s8id,kak yong stall goreng goreng (hijrah selangor),fried rice,4.4,"[""Spicy Stir Fry"", ""Dessert Special"", ""Chicken Chop"", ""Fresh Juice"", ""House Noodle"", ""Soup of the Day""]",Mon-Sun 11:00-22:00,budget,RM8-RM20,"cuisine:default, price:budget, quick-bites, dine-in, spicy",True
a7ih,kedai mak sufi,nasi lemak,4.5,"[""Roti Canai"", ""Mee Goreng Mamak"", ""Ikan Bakar"", ""Sambal Sotong"", ""Teh Tarik"", ""Satay Set""]",Mon-Sat 09:00-18:00,premium,RM30-RM70,"cuisine:malaysian, price:premium, takeaway, dine-in, spicy",True
n2jd,restoran nur fenaa,fried rice,4.4,"[""Soup of the Day"", ""Seasonal Vegetables"", ""Spicy Stir Fry"", ""Chef Signature Rice"", ""Dessert Special"", ""House Noodle""]",Mon-Sun 10:00-20:00,budget,RM8-RM20,"cuisine:default, price:budget, dine-in, quick-bites, family-friendly",True
o3mg,addy buang burger corner,burgers,4.8,"[""Mushroom Swiss Burger"", ""Double Cheese Burger"", ""Curly Fries"", ""Onion Rings"", ""Iced Lemon Tea"", ""Spicy Chicken Burger""]",Tue-Sun 16:00-01:00,premium,RM30-RM70,"cuisine:burgers, price:premium, halal-friendly, dine-in, takeaway, late-night",True
ixx9,mama mia's kitchen,malaysian,4.8,"[""Roti Canai"", ""Ayam Berempah"", ""Nasi Lemak Special"", ""Teh Tarik"", ""Ikan Bakar"", ""Sambal Sotong""]",Mon-Fri 16:00-01:00,mid,RM15-RM35,"cuisine:malaysian, price:mid, family-friendly, delivery, dine-in, late-night",True
x3gr,bubur ayam ketagih,porridge,4.7,"[""Chef Signature Rice"", ""Chicken Chop"", ""House Noodle"", ""Dessert Special"", ""Seasonal Vegetables"", ""Soup of the Day""]",Tue-Sun 07:00-15:00,mid,RM15-RM35,"cuisine:default, price:mid, dine-in, delivery, halal-friendly",True
n7bj,lontong & co,chicken,4.5,"[""Fresh Juice"", ""Soup of the Day"", ""Dessert Special"", ""Chef Signature Rice"", ""Seasonal Vegetables"", ""Spicy Stir Fry""]",Mon-Fri 10:00-20:00,mid,RM15-RM35,"cuisine:default, price:mid, takeaway, halal-friendly, dine-in",True
d3ls,warung kak era,fried rice,4.7,"[""Chicken Chop"", ""Seasonal Vegetables"", ""House Noodle"", ""Dessert Special"", ""Fresh Juice"", ""Soup of the Day""]",Mon-Fri 11:00-22:00,premium,RM30-RM70,"cuisine:default, price:premium, quick-bites, delivery, spicy",True
p3as,warung sate bu leha,chicken,4.7,"[""Fresh Juice"", ""Soup of the Day"", ""Chicken Chop"", ""Chef Signature Rice"", ""House Noodle"", ""Seasonal Vegetables""]",Mon-Sat 09:00-18:00,premium,RM30-RM70,"cuisine:default, price:premium, dine-in, family-friendly, halal-friendly",True
o2li,nasi kuning judes,chicken,4.6,"[""Chicken Chop"", ""House Noodle"", ""Chef Signature Rice"", ""Seasonal Vegetables"", ""Spicy Stir Fry"", ""Dessert Special""]",Mon-Sat 10:00-20:00,premium,RM30-RM70,"cuisine:default, price:premium, dine-in, family-friendly, takeaway",True
r8jy,restaurant & pub sin hoy kee,chinese,4.8,"[""Char Kuey Teow"", ""Sweet and Sour Fish"", ""Loh Mee"", ""Yong Tau Foo"", ""Wantan Mee"", ""Kung Pao Chicken""]",Tue-Sun 09:00-18:00,premium,RM30-RM70,"cuisine:chinese, price:premium, takeaway, quick-bites, halal-friendly",True
la57,restoran sri gangka curry house,indian,4.3,"[""Roti Canai Telur"", ""Paneer Tikka"", ""Butter Chicken"", ""Teh Masala"", ""Masala Dosa"", ""Chicken Tandoori""]",Mon-Sun 11:00-22:00,budget,RM8-RM20,"cuisine:indian, price:budget, family-friendly, quick-bites, halal-friendly",True
wt8s,char kuey teow sem-poa (kd),malaysian,4.6,"[""Ikan Bakar"", ""Teh Tarik"", ""Mee Goreng Mamak"", ""Roti Canai"", ""Satay Set"", ""Ayam Berempah""]",Mon-Fri 12:00-23:00,premium,RM30-RM70,"cuisine:malaysian, price:premium, halal-friendly, quick-bites, delivery, late-night",True
q4yu,restoran vegetarian lai,asian,4.5,"[""Soup of the Day"", ""Chicken Chop"", ""Spicy Stir Fry"", ""Chef Signature Rice"", ""Dessert Special"", ""Seasonal Vegetables""]",Mon-Sun 16:00-01:00,premium,RM30-RM70,"cuisine:default, price:premium, delivery, halal-friendly, spicy, late-night",True
r4ld,ayam gepuk berempah (ra.re@kota damansara),chicken,4.4,"[""Spicy Stir Fry"", ""Soup of the Day"", ""Dessert Special"", ""House Noodle"", ""Fresh Juice"", ""Chef Signature Rice""]",Mon-Sat 12:00-23:00,mid,RM15-RM35,"cuisine:default, price:mid, takeaway, delivery, family-friendly, late-night",True
lvu7,nasi lemak bonda ara damansara,nasi lemak,4.6,"[""Teh Tarik"", ""Laksa Utara"", ""Sambal Sotong"", ""Mee Goreng Mamak"", ""Ikan Bakar"", ""Satay Set""]",Mon-Fri 11:00-22:00,mid,RM15-RM35,"cuisine:malaysian, price:mid, delivery, family-friendly, halal-friendly",True
t4ju,restoran wang key,chinese,4.7,"[""Char Kuey Teow"", ""Wantan Mee"", ""Kung Pao Chicken"", ""Yong Tau Foo"", ""Hot and Sour Soup"", ""Claypot Chicken Rice""]",Mon-Sat 11:00-22:00,premium,RM30-RM70,"cuisine:chinese, price:premium, delivery, dine-in, family-friendly",True
